Sensor Position (Degrees)	Light Intensity (Volts)
180.43333	0.00301
180.43333	0.00559
180.43333	0.00414
180.43333	0.00220
180.43333	0.00430
180.43333	0.00510
180.43333	0.00510
180.43333	0.00398
180.43333	0.00430
180.43333	0.00768
180.43333	0.01573
180.43333	0.03023
180.43333	0.04811
180.43333	0.07872
180.43333	0.10497
180.43333	0.24077
180.43333	1.09273
180.43333	3.29393
180.43333	4.16476
180.43333	4.16670
180.43333	4.16911
180.43333	4.16944
180.43333	4.17185
180.43333	4.17217
180.43333	4.17524
180.43333	4.17636
180.43333	4.17797
180.43333	4.17862
180.43333	4.17942
180.43333	4.17846
180.43333	4.17862
180.43333	4.17991
180.43333	4.18555
180.43333	4.18442
180.43333	4.18587
180.43333	4.18619
180.43333	4.18828
180.43333	4.18861
180.43333	4.18571
180.43333	4.18796
180.43333	4.18716
180.43333	4.18635
180.43333	4.18764
180.43333	4.18989
180.43333	4.18957
180.43333	4.18667
180.43333	4.18619
180.43333	4.18667
180.43333	4.18699
180.43333	4.18635
180.43333	4.19038
180.43333	4.18941
180.43333	4.19134
180.43333	4.19183
180.43333	4.19167
180.43333	4.18941
180.43333	4.19134
180.43333	4.19022
180.43333	4.18812
180.43333	4.19086
180.43333	4.18844
180.43333	4.19038
180.43333	4.19038
180.43333	4.18909
180.43333	4.18909
180.43333	4.18893
180.43333	4.19602
180.43333	4.19376
180.43333	4.19167
180.43333	4.18957
180.43333	4.19054
180.43333	4.19263
180.43333	4.19263
180.43333	4.19489
180.43333	4.19279
180.43333	4.19183
180.43333	4.18973
180.43333	4.19263
180.43333	4.19279
180.43333	4.19070
180.43333	4.19054
180.43333	4.19505
180.43333	4.19263
180.43333	4.18957
180.43333	4.19006
180.43333	4.19054
180.43333	4.19134
180.43333	4.18973
180.43333	4.19102
180.43333	4.19102
180.43333	4.19328
180.43333	4.19247
180.43333	4.19199
180.43333	4.19344
180.43333	4.19376
180.43333	4.19473
180.43333	4.19038
180.43333	4.19328
180.43333	4.19344
180.43333	4.19408
180.43333	4.19408
180.43333	4.19521
180.43333	4.19569
180.43333	4.19263
180.43333	4.19247
180.43333	4.19070
180.43333	4.19328
180.43333	4.19521
180.43333	4.19489
180.43333	4.19296
180.43333	4.19167
180.43333	4.19102
180.43333	4.19521
180.43333	4.19392
180.43333	4.19505
180.43333	4.19473
180.43333	4.19344
180.43333	4.19344
180.43333	4.19505
180.43333	4.19215
180.43333	4.19263
180.43333	4.19199
180.43333	4.19231
180.43333	4.19167
180.43333	4.19376
180.43333	4.19231
180.45000	4.19763
180.45000	4.19650
180.45000	4.19585
180.45000	4.19392
180.45000	4.19312
180.45000	4.19505
180.45000	4.19440
180.45000	4.19328
180.48333	4.19247
180.50000	4.19376
180.51667	4.19408
180.53333	4.19634
180.56667	4.19569
180.58333	4.19585
180.60000	4.19215
180.61667	4.19376
180.63333	4.19199
180.65000	4.19167
180.66667	4.19247
180.68333	4.19505
180.68333	4.19279
180.70000	4.19521
180.71667	4.19473
180.71667	4.19457
180.73333	4.19070
180.76667	3.67168
180.78333	2.42053
180.83333	0.80713
180.86667	0.26928
180.90000	0.12930
180.91667	0.08436
180.95000	0.06406
180.98333	0.04956
181.00000	0.04167
181.03333	0.03909
181.05000	0.03458
181.06667	0.03442
181.08333	0.02749
181.10000	0.02910
181.11667	0.03055
181.11667	0.02862
181.13333	0.02782
181.15000	0.02653
181.15000	0.02653
181.16667	0.02427
181.16667	0.02363
181.16667	0.02572
181.16667	0.02701
181.18333	0.02717
181.18333	0.02588
181.18333	0.02637
181.18333	0.02669
181.18333	0.03055
181.20000	0.02798
181.20000	0.02604
181.20000	0.02508
181.20000	0.02717
181.20000	0.02363
181.20000	0.02282
181.20000	0.02459
181.20000	0.02250
181.20000	0.02169
181.20000	0.02057
181.20000	0.02298
181.20000	0.02508
181.20000	0.01960
181.20000	0.01976
181.20000	0.02186
181.20000	0.02363
181.20000	0.01863
181.20000	0.02443
181.20000	0.02331
181.20000	0.02218
181.20000	0.02411
181.20000	0.02089
181.20000	0.02121
181.20000	0.02057
181.20000	0.02218
181.20000	0.02266
181.20000	0.02024
181.20000	0.02089
181.20000	0.02234
181.20000	0.02041
181.20000	0.02202
181.20000	0.02153
181.20000	0.02024
181.20000	0.02298
181.20000	0.02121
181.20000	0.02137
181.20000	0.01815
181.20000	0.01912
181.20000	0.02169
181.20000	0.02105
181.20000	0.01976
181.20000	0.02169
181.20000	0.02250
181.20000	0.01944
181.20000	0.02202
181.20000	0.02121
181.20000	0.01912
181.20000	0.01751
181.20000	0.01960
181.20000	0.02266
181.20000	0.02186
181.20000	0.02411
181.20000	0.02153
181.20000	0.02169
181.20000	0.02266
181.20000	0.02250
181.20000	0.02024
181.20000	0.02765
181.20000	0.01896
181.20000	0.02169
181.20000	0.01992
181.20000	0.02057
181.20000	0.02250
181.18333	0.02411
181.18333	0.02089
181.18333	0.02266
181.18333	0.01880
181.18333	0.01863
181.18333	0.02395
181.18333	0.02218
181.18333	0.02427
181.18333	0.02379
181.18333	0.02814
181.18333	0.03474
181.18333	0.04489
181.18333	0.05101
181.18333	0.05327
181.18333	0.05149
181.18333	0.05278
181.18333	0.05214
181.18333	0.05149
181.18333	0.05230
181.18333	0.05423
181.18333	0.05101
181.18333	0.05488
181.18333	0.04860
181.18333	0.04698
181.18333	0.04908
181.18333	0.04779
181.18333	0.04763
181.18333	0.04972
181.18333	0.05166
181.18333	0.04940
181.18333	0.05198
181.18333	0.05230
181.18333	0.04924
181.18333	0.05085
181.18333	0.05069
181.18333	0.04698
181.18333	0.04038
181.18333	0.03039
181.18333	0.02202
181.18333	0.02314
181.18333	0.01992
181.18333	0.02137
181.18333	0.01815
181.18333	0.02411
181.18333	0.02427
181.18333	0.02089
181.18333	0.02008
181.18333	0.02234
181.18333	0.02024
181.18333	0.01896
181.18333	0.01799
181.18333	0.02556
181.18333	0.02492
181.18333	0.02282
181.18333	0.02476
181.18333	0.02765
181.18333	0.02427
181.18333	0.02620
181.18333	0.03410
181.18333	0.05021
181.18333	0.02459
181.18333	0.02153
181.18333	0.02169
181.18333	0.02282
181.18333	0.02137
181.18333	0.01912
181.18333	0.02089
181.18333	0.02041
181.18333	0.01863
181.18333	0.02121
181.18333	0.01992
181.18333	0.02347
181.18333	0.02250
181.18333	0.02379
181.18333	0.02218
181.18333	0.02169
181.18333	0.02910
181.18333	0.04215
181.18333	0.05166
181.18333	0.04441
181.18333	0.03651
181.18333	0.03072
181.18333	0.02814
181.18333	0.02991
181.18333	0.03023
181.18333	0.03039
181.18333	0.03104
181.18333	0.02991
181.18333	0.03555
181.18333	0.03732
181.18333	0.03523
181.18333	0.03684
181.18333	0.03523
181.18333	0.03587
181.18333	0.03780
181.18333	0.04215
181.18333	0.04376
181.18333	0.04408
181.18333	0.04231
181.18333	0.04022
181.18333	0.05133
181.18333	0.04876
181.18333	0.04924
181.18333	0.04682
181.18333	0.04763
181.18333	0.04537
181.18333	0.04892
181.18333	0.04586
181.18333	0.05005
181.18333	0.04586
181.18333	0.04908
181.18333	0.04843
181.18333	0.04408
181.18333	0.04763
181.18333	0.04650
181.18333	0.04827
181.18333	0.04473
181.18333	0.04489
181.18333	0.04296
181.18333	0.04360
181.18333	0.04473
181.18333	0.04489
181.18333	0.04666
181.18333	0.04425
181.18333	0.04682
181.18333	0.04441
181.18333	0.04892
181.18333	0.04666
181.18333	0.04634
181.18333	0.05697
181.18333	0.04618
181.18333	0.04940
181.18333	0.04618
181.18333	0.04666
181.18333	0.04827
181.18333	0.04570
181.18333	0.04408
181.18333	0.04537
181.18333	0.04570
181.18333	0.04231
181.18333	0.04763
181.18333	0.04328
181.18333	0.04747
181.18333	0.04473
181.18333	0.04715
181.18333	0.04618
181.18333	0.04586
181.20000	0.04537
181.20000	0.04698
181.20000	0.04537
181.20000	0.04602
181.20000	0.04602
181.20000	0.04457
181.20000	0.04586
181.20000	0.04682
181.20000	0.04521
181.20000	0.04715
181.20000	0.04537
181.20000	0.04570
181.20000	0.04553
181.20000	0.04618
181.23333	0.04473
181.26667	0.04231
181.28333	0.04344
181.30000	0.03941
181.33333	0.03909
181.35000	0.04135
181.38333	0.04441
181.41667	0.04247
181.45000	0.03941
181.48333	0.04650
181.51667	0.04634
181.55000	0.04811
181.58333	0.04972
181.60000	0.05069
181.61667	0.04972
181.61667	0.05021
181.63333	0.05053
181.63333	0.05262
181.65000	0.05133
181.66667	0.05230
181.66667	0.05311
181.66667	0.05359
181.68333	0.05375
181.68333	0.05021
181.70000	0.05166
181.71667	0.04876
181.71667	0.04715
181.73333	0.04843
181.73333	0.04618
181.73333	0.04199
181.73333	0.04553
181.73333	0.04811
181.75000	0.04763
181.75000	0.04570
181.75000	0.04586
181.75000	0.04247
181.75000	0.04618
181.75000	0.04473
181.75000	0.04650
181.73333	0.04296
181.73333	0.04537
181.73333	0.04167
181.73333	0.04441
181.73333	0.04167
181.73333	0.04408
181.73333	0.03829
181.73333	0.03893
181.73333	0.04022
181.73333	0.04135
181.73333	0.03990
181.73333	0.04070
181.73333	0.04151
181.73333	0.03893
181.73333	0.03909
181.73333	0.04086
181.73333	0.03764
181.73333	0.03974
181.73333	0.04054
181.73333	0.04102
181.73333	0.03909
181.73333	0.04247
181.73333	0.03957
181.73333	0.04183
181.73333	0.04296
181.73333	0.04231
181.73333	0.04344
181.73333	0.04199
181.73333	0.04215
181.73333	0.04054
181.73333	0.03861
181.73333	0.04392
181.73333	0.04167
181.73333	0.04392
181.73333	0.03957
181.73333	0.04135
181.73333	0.04296
181.73333	0.04151
181.73333	0.04280
181.73333	0.03957
181.73333	0.04215
181.73333	0.03877
181.73333	0.04038
181.73333	0.03909
181.73333	0.04247
181.73333	0.04280
181.73333	0.04247
181.73333	0.04441
181.73333	0.05133
181.73333	0.05955
181.73333	0.05617
181.73333	0.05794
181.73333	0.06293
181.73333	0.06454
181.73333	0.06309
181.73333	0.06325
181.73333	0.06084
181.73333	0.06052
181.73333	0.05311
181.73333	0.03845
181.73333	0.02943
181.73333	0.01912
181.73333	0.01815
181.73333	0.01525
181.73333	0.01638
181.73333	0.01751
181.73333	0.01735
181.73333	0.01461
181.73333	0.01509
181.73333	0.01445
181.73333	0.01412
181.73333	0.01477
181.73333	0.01445
181.73333	0.01606
181.73333	0.01203
181.73333	0.01267
181.73333	0.00688
181.73333	0.00688
181.73333	0.00913
181.73333	0.00977
181.73333	0.01251
181.73333	0.00977
181.73333	0.01090
181.73333	0.00720
181.73333	0.01380
181.73333	0.01267
181.73333	0.00688
181.73333	0.00961
181.73333	0.01235
181.73333	0.00929
181.73333	0.01122
181.73333	0.01171
181.73333	0.01026
181.73333	0.01203
181.73333	0.01396
181.73333	0.01332
181.73333	0.01396
181.73333	0.01573
181.73333	0.02153
181.73333	0.04489
181.73333	0.04795
181.73333	0.03007
181.73333	0.02476
181.73333	0.03104
181.73333	0.03152
181.73333	0.02717
181.73333	0.02910
181.73333	0.02733
181.73333	0.01332
181.73333	0.01316
181.73333	0.01235
181.73333	0.00849
181.73333	0.01412
181.73333	0.01058
181.73333	0.01267
181.73333	0.01187
181.73333	0.00929
181.73333	0.01235
181.73333	0.01783
181.73333	0.02024
181.73333	0.03668
181.73333	0.02959
181.73333	0.03216
181.73333	0.02991
181.73333	0.03506
181.73333	0.03378
181.73333	0.02653
181.73333	0.02556
181.73333	0.01863
181.73333	0.02202
181.73333	0.01928
181.73333	0.02266
181.73333	0.03120
181.73333	0.04070
181.73333	0.04747
181.73333	0.04940
181.73333	0.05423
181.73333	0.05391
181.73333	0.05246
181.73333	0.05423
181.73333	0.04956
181.73333	0.05230
181.73333	0.04570
181.73333	0.04827
181.73333	0.05198
181.73333	0.04843
181.73333	0.05343
181.73333	0.05085
181.73333	0.05246
181.73333	0.05391
181.73333	0.04328
181.73333	0.02846
181.73333	0.01718
181.73333	0.01638
181.73333	0.01735
181.73333	0.01654
181.73333	0.01622
181.73333	0.01783
181.73333	0.01428
181.73333	0.01380
181.73333	0.01461
181.73333	0.01074
181.73333	0.01300
181.73333	0.01783
181.73333	0.01396
181.73333	0.01606
181.73333	0.01751
181.73333	0.01573
181.73333	0.01654
181.73333	0.01396
181.73333	0.01316
181.73333	0.01380
181.73333	0.01477
181.73333	0.01654
181.73333	0.01493
181.73333	0.02927
181.73333	0.05085
181.73333	0.02073
181.73333	0.02234
181.73333	0.01622
181.73333	0.02347
181.73333	0.03442
181.73333	0.04022
181.73333	0.04344
181.73333	0.04698
181.73333	0.04264
181.73333	0.04747
181.73333	0.04602
181.73333	0.04521
181.73333	0.04650
181.73333	0.04860
181.73333	0.04827
181.73333	0.04876
181.73333	0.04972
181.73333	0.04988
181.73333	0.05423
181.73333	0.05343
181.73333	0.05053
181.73333	0.05327
181.73333	0.05311
181.73333	0.05230
181.73333	0.05166
181.73333	0.05327
181.73333	0.04956
